	ensembl_gene_id	external_gene_name	description
20803	ENSG00000173914	RBM4B	RNA binding motif protein 4B [Source:HGNC Symbol;Acc:HGNC:28842]
20804	ENSG00000179615	OR2AP1	olfactory receptor family 2 subfamily AP member 1 [Source:HGNC Symbol;Acc:HGNC:15335]
20805	ENSG00000179695	OR6C2	olfactory receptor family 6 subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:15436]
20806	ENSG00000111729	CLEC4A	C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]
20807	ENSG00000158850	B4GALT3	beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]
20808	ENSG00000134909	ARHGAP32	Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399]
20809	ENSG00000113971	NPHP3	nephrocystin 3 [Source:HGNC Symbol;Acc:HGNC:7907]
20810	ENSG00000141526	SLC16A3	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]
20811	ENSG00000139289	PHLDA1	pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]
20812	ENSG00000120820	GLT8D2	glycosyltransferase 8 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24890]
20813	ENSG00000158859	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]
20814	ENSG00000111052	LIN7A	lin-7 homolog A, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17787]
20815	ENSG00000158869	FCER1G	Fc fragment of IgE receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]
20816	ENSG00000068024	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]
20817	ENSG00000158874	APOA2	apolipoprotein A2 [Source:HGNC Symbol;Acc:HGNC:601]
20818	ENSG00000214700	C12orf71	chromosome 12 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:34452]
20819	ENSG00000132153	DHX30	DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716]
20820	ENSG00000261308	FIGNL2	fidgetin like 2 [Source:HGNC Symbol;Acc:HGNC:13287]
20821	ENSG00000108852	MPP2	membrane palmitoylated protein 2 [Source:HGNC Symbol;Acc:HGNC:7220]
20822	ENSG00000089159	PXN	paxillin [Source:HGNC Symbol;Acc:HGNC:9718]
20823	ENSG00000158882	TOMM40L	translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]
20824	ENSG00000171714	ANO5	anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337]
20825	ENSG00000143257	NR1I3	nuclear receptor subfamily 1 group I member 3 [Source:HGNC Symbol;Acc:HGNC:7969]
20826	ENSG00000164045	CDC25A	cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]
20827	ENSG00000172954	LCLAT1	lysocardiolipin acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26756]
20828	ENSG00000163072	NOSTRIN	nitric oxide synthase trafficking [Source:HGNC Symbol;Acc:HGNC:20203]
20829	ENSG00000205809	KLRC2	killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]
20830	ENSG00000164047	CAMP	cathelicidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:1472]
20831	ENSG00000197790	OR52M1	olfactory receptor family 52 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:15225]
20832	ENSG00000255012	OR5M1	olfactory receptor family 5 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:8352]
20833	ENSG00000164048	ZNF589	zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]
20834	ENSG00000176925	OR51F2	olfactory receptor family 51 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:15197]
20835	ENSG00000280021	OR51F1	olfactory receptor family 51 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:15196]
20836	ENSG00000280204	OR1S1	olfactory receptor family 1 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:8227]
20837	ENSG00000280314	OR8K3	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15313]
20838	ENSG00000284609	OR8B3	olfactory receptor family 8 subfamily B member 3 [Source:HGNC Symbol;Acc:HGNC:8472]
20839	ENSG00000284680	OR8B2	olfactory receptor family 8 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:8471]
20840	ENSG00000170683	OR10A3	olfactory receptor family 10 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:8162]
20841	ENSG00000170790	OR10A2	olfactory receptor family 10 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8161]
20842	ENSG00000172320	OR5A1	olfactory receptor family 5 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8319]
20843	ENSG00000176893	OR51G2	olfactory receptor family 51 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15198]
20844	ENSG00000214029	ZNF891	zinc finger protein 891 [Source:HGNC Symbol;Acc:HGNC:38709]
20845	ENSG00000176895	OR51A7	olfactory receptor family 51 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:15188]
20846	ENSG00000180974	OR52E4	olfactory receptor family 52 subfamily E member 4 [Source:HGNC Symbol;Acc:HGNC:15213]
20847	ENSG00000172113	NME6	NME/NM23 nucleoside diphosphate kinase 6 [Source:HGNC Symbol;Acc:HGNC:20567]
20848	ENSG00000181698	OR5T1	olfactory receptor family 5 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:14821]
20849	ENSG00000139636	LMBR1L	limb development membrane protein 1 like [Source:HGNC Symbol;Acc:HGNC:18268]
20850	ENSG00000187486	KCNJ11	potassium inwardly rectifying channel subfamily J member 11 [Source:HGNC Symbol;Acc:HGNC:6257]
20851	ENSG00000181903	OR4C6	olfactory receptor family 4 subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:14743]
20852	ENSG00000184933	OR6A2	olfactory receptor family 6 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15301]
20853	ENSG00000197428	OR51D1	olfactory receptor family 51 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:15193]
20854	ENSG00000180785	OR51E1	olfactory receptor family 51 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:15194]
20855	ENSG00000188124	OR2AG2	olfactory receptor family 2 subfamily AG member 2 [Source:HGNC Symbol;Acc:HGNC:15143]
20856	ENSG00000196248	OR10S1	olfactory receptor family 10 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:14807]
20857	ENSG00000234560	OR10G8	olfactory receptor family 10 subfamily G member 8 [Source:HGNC Symbol;Acc:HGNC:14845]
20858	ENSG00000108849	PPY	pancreatic polypeptide [Source:HGNC Symbol;Acc:HGNC:9327]
20859	ENSG00000110711	AIP	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]
20860	ENSG00000196151	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26697]
20861	ENSG00000205497	OR51A4	olfactory receptor family 51 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:14795]
20862	ENSG00000131096	PYY	peptide YY [Source:HGNC Symbol;Acc:HGNC:9748]
20863	ENSG00000172893	DHCR7	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
20864	ENSG00000229453	SPINK8	serine peptidase inhibitor Kazal type 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33160]
20865	ENSG00000161653	NAGS	N-acetylglutamate synthase [Source:HGNC Symbol;Acc:HGNC:17996]
20866	ENSG00000164049	FBXW12	F-box and WD repeat domain containing 12 [Source:HGNC Symbol;Acc:HGNC:20729]
20867	ENSG00000115504	EHBP1	EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]
20868	ENSG00000091947	TMEM101	transmembrane protein 101 [Source:HGNC Symbol;Acc:HGNC:28653]
20869	ENSG00000150977	RILPL2	Rab interacting lysosomal protein like 2 [Source:HGNC Symbol;Acc:HGNC:28787]
20870	ENSG00000164053	ATRIP	ATR interacting protein [Source:HGNC Symbol;Acc:HGNC:33499]
20871	ENSG00000161654	LSM12	LSM12 homolog [Source:HGNC Symbol;Acc:HGNC:26407]
20872	ENSG00000089009	RPL6	ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]
20873	ENSG00000141349	G6PC3	glucose-6-phosphatase catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:24861]
20874	ENSG00000172890	NADSYN1	NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832]
20875	ENSG00000125319	HROB	homologous recombination factor with OB-fold [Source:HGNC Symbol;Acc:HGNC:28460]
20876	ENSG00000163249	CCNYL1	cyclin Y like 1 [Source:HGNC Symbol;Acc:HGNC:26868]
20877	ENSG00000161664	ASB16	ankyrin repeat and SOCS box containing 16 [Source:HGNC Symbol;Acc:HGNC:19768]
20878	ENSG00000052126	PLEKHA5	pleckstrin homology domain containing A5 [Source:HGNC Symbol;Acc:HGNC:30036]
20879	ENSG00000114302	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391]
20880	ENSG00000136546	SCN7A	sodium voltage-gated channel alpha subunit 7 [Source:HGNC Symbol;Acc:HGNC:10594]
20881	ENSG00000168591	TMUB2	transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459]
20882	ENSG00000108312	UBTF	upstream binding transcription factor [Source:HGNC Symbol;Acc:HGNC:12511]
20883	ENSG00000114554	PLXNA1	plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]
20884	ENSG00000244411	KRTAP5-7	keratin associated protein 5-7 [Source:HGNC Symbol;Acc:HGNC:23602]
20885	ENSG00000241233	KRTAP5-8	keratin associated protein 5-8 [Source:HGNC Symbol;Acc:HGNC:23603]
20886	ENSG00000254997	KRTAP5-9	keratin associated protein 5-9 [Source:HGNC Symbol;Acc:HGNC:23604]
20887	ENSG00000204572	KRTAP5-10	keratin associated protein 5-10 [Source:HGNC Symbol;Acc:HGNC:23605]
20888	ENSG00000204571	KRTAP5-11	keratin associated protein 5-11 [Source:HGNC Symbol;Acc:HGNC:23606]
20889	ENSG00000138071	ACTR2	actin related protein 2 [Source:HGNC Symbol;Acc:HGNC:169]
20890	ENSG00000248485	PCP4L1	Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:HGNC:20448]
20891	ENSG00000188931	CFAP126	cilia and flagella associated protein 126 [Source:HGNC Symbol;Acc:HGNC:32325]
20892	ENSG00000023191	RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]
20893	ENSG00000265107	GJA5	gap junction protein alpha 5 [Source:HGNC Symbol;Acc:HGNC:4279]
20894	ENSG00000121634	GJA8	gap junction protein alpha 8 [Source:HGNC Symbol;Acc:HGNC:4281]
20895	ENSG00000028116	VRK2	VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]
20896	ENSG00000188092	GPR89B	G protein-coupled receptor 89B [Source:HGNC Symbol;Acc:HGNC:13840]
20897	ENSG00000120756	PLS1	plastin 1 [Source:HGNC Symbol;Acc:HGNC:9090]
20898	ENSG00000060237	WNK1	WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]
20899	ENSG00000161328	LRRC56	leucine rich repeat containing 56 [Source:HGNC Symbol;Acc:HGNC:25430]
20900	ENSG00000144935	TRPC1	transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333]
20901	ENSG00000177030	DEAF1	DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]
20902	ENSG00000273706	LHX1	LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6593]
20903	ENSG00000163710	PCOLCE2	procollagen C-endopeptidase enhancer 2 [Source:HGNC Symbol;Acc:HGNC:8739]
20904	ENSG00000116991	SIPA1L2	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]
20905	ENSG00000167822	OR8J3	olfactory receptor family 8 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:15312]
20906	ENSG00000243244	STON1	stonin 1 [Source:HGNC Symbol;Acc:HGNC:17003]
20907	ENSG00000275700	AATF	apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]
20908	ENSG00000136541	ERMN	ermin [Source:HGNC Symbol;Acc:HGNC:29208]
20909	ENSG00000006071	ABCC8	ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]
20910	ENSG00000215644	GCGR	glucagon receptor [Source:HGNC Symbol;Acc:HGNC:4192]
20911	ENSG00000116688	MFN2	mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]
20912	ENSG00000188582	PAQR9	progestin and adipoQ receptor family member 9 [Source:HGNC Symbol;Acc:HGNC:30131]
20913	ENSG00000152430	BOLL	boule homolog, RNA binding protein [Source:HGNC Symbol;Acc:HGNC:14273]
20914	ENSG00000182568	SATB1	SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]
20915	ENSG00000087470	DNM1L	dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973]
20916	ENSG00000225663	MCRIP1	MAPK regulated corepressor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28007]
20917	ENSG00000172292	CERS6	ceramide synthase 6 [Source:HGNC Symbol;Acc:HGNC:23826]
20918	ENSG00000182676	PPP1R27	protein phosphatase 1 regulatory subunit 27 [Source:HGNC Symbol;Acc:HGNC:16813]
20919	ENSG00000081307	UBA5	ubiquitin like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:HGNC:23230]
20920	ENSG00000153563	CD8A	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]
20921	ENSG00000141522	ARHGDIA	Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]
20922	ENSG00000119185	ITGB1BP1	integrin subunit beta 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23927]
20923	ENSG00000188800	TMCO2	transmembrane and coiled-coil domains 2 [Source:HGNC Symbol;Acc:HGNC:23312]
20924	ENSG00000084073	ZMPSTE24	zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]
20925	ENSG00000049089	COL9A2	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
20926	ENSG00000183684	ALYREF	Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]
20927	ENSG00000163702	IL17RC	interleukin 17 receptor C [Source:HGNC Symbol;Acc:HGNC:18358]
20928	ENSG00000141552	ANAPC11	anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]
20929	ENSG00000184182	UBE2F	ubiquitin conjugating enzyme E2 F (putative) [Source:HGNC Symbol;Acc:HGNC:12480]
20930	ENSG00000084070	SMAP2	small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]
20931	ENSG00000187801	ZFP69B	ZFP69 zinc finger protein B [Source:HGNC Symbol;Acc:HGNC:28053]
20932	ENSG00000158887	MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]
20933	ENSG00000255054		novel protein
20934	ENSG00000183979	NPB	neuropeptide B [Source:HGNC Symbol;Acc:HGNC:30099]
20935	ENSG00000117640	MTFR1L	mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]
20936	ENSG00000185813	PCYT2	phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]
20937	ENSG00000111490	TBC1D30	TBC1 domain family member 30 [Source:HGNC Symbol;Acc:HGNC:29164]
20938	ENSG00000163719	MTMR14	myotubularin related protein 14 [Source:HGNC Symbol;Acc:HGNC:26190]
20939	ENSG00000120798	NR2C1	nuclear receptor subfamily 2 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7971]
20940	ENSG00000127423	AUNIP	aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363]
20941	ENSG00000182749	PAQR7	progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]
20942	ENSG00000117632	STMN1	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]
20943	ENSG00000077044	DGKD	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]
20944	ENSG00000187147	RNF220	ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]
20945	ENSG00000184752	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]
20946	ENSG00000022840	RNF10	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]
20947	ENSG00000231192	OR5H1	olfactory receptor family 5 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8346]
20948	ENSG00000236032	OR5H14	olfactory receptor family 5 subfamily H member 14 [Source:HGNC Symbol;Acc:HGNC:31286]
20949	ENSG00000126106	TMEM53	transmembrane protein 53 [Source:HGNC Symbol;Acc:HGNC:26186]
20950	ENSG00000127837	AAMP	angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]
20951	ENSG00000233412	OR5H15	olfactory receptor family 5 subfamily H member 15 [Source:HGNC Symbol;Acc:HGNC:31287]
20952	ENSG00000230301	OR5H6	olfactory receptor family 5 subfamily H member 6 [Source:HGNC Symbol;Acc:HGNC:14767]
20953	ENSG00000187531	SIRT7	sirtuin 7 [Source:HGNC Symbol;Acc:HGNC:14935]
20954	ENSG00000198520	ARMH1	armadillo like helical domain containing 1 [Source:HGNC Symbol;Acc:HGNC:34345]
20955	ENSG00000156983	BRPF1	bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]
20956	ENSG00000085741	WNT11	Wnt family member 11 [Source:HGNC Symbol;Acc:HGNC:12776]
20957	ENSG00000142945	KIF2C	kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]
20958	ENSG00000205639	MFSD2B	major facilitator superfamily domain containing 2B [Source:HGNC Symbol;Acc:HGNC:37207]
20959	ENSG00000197063	MAFG	MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]
20960	ENSG00000288623		novel protein
20961	ENSG00000137492	THAP12	THAP domain containing 12 [Source:HGNC Symbol;Acc:HGNC:9440]
20962	ENSG00000075415	SLC25A3	solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
20963	ENSG00000077380	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]
20964	ENSG00000183010	PYCR1	pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]
20965	ENSG00000179240	GVQW3	GVQW motif containing 3 [Source:HGNC Symbol;Acc:HGNC:51239]
20966	ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]
20967	ENSG00000158636	EMSY	EMSY transcriptional repressor, BRCA2 interacting [Source:HGNC Symbol;Acc:HGNC:18071]
20968	ENSG00000142937	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]
20969	ENSG00000142959	BEST4	bestrophin 4 [Source:HGNC Symbol;Acc:HGNC:17106]
20970	ENSG00000120868	APAF1	apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]
20971	ENSG00000173846	PLK3	polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]
20972	ENSG00000144791	LIMD1	LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]
20973	ENSG00000173585	CCR9	C-C motif chemokine receptor 9 [Source:HGNC Symbol;Acc:HGNC:1610]
20974	ENSG00000222009	BTBD19	BTB domain containing 19 [Source:HGNC Symbol;Acc:HGNC:27145]
20975	ENSG00000163823	CCR1	C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]
20976	ENSG00000117425	PTCH2	patched 2 [Source:HGNC Symbol;Acc:HGNC:9586]
20977	ENSG00000121807	CCR2	C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603]
20978	ENSG00000160791	CCR5	C-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1606]
20979	ENSG00000121797	CCRL2	C-C motif chemokine receptor like 2 [Source:HGNC Symbol;Acc:HGNC:1612]
20980	ENSG00000070785	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]
20981	ENSG00000283473	FAM240A	family with sequence similarity 240 member A [Source:HGNC Symbol;Acc:HGNC:52390]
20982	ENSG00000288550		novel protein
20983	ENSG00000149311	ATM	ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]
20984	ENSG00000185105	MYADML2	myeloid associated differentiation marker like 2 [Source:HGNC Symbol;Acc:HGNC:34548]
20985	ENSG00000185269	NOTUM	notum, palmitoleoyl-protein carboxylesterase [Source:HGNC Symbol;Acc:HGNC:27106]
20986	ENSG00000163818	LZTFL1	leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741]
20987	ENSG00000126107	HECTD3	HECT domain E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:26117]
20988	ENSG00000184009	ACTG1	actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
20989	ENSG00000126088	UROD	uroporphyrinogen decarboxylase [Source:HGNC Symbol;Acc:HGNC:12591]
20990	ENSG00000057935	MTA3	metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]
20991	ENSG00000173578	XCR1	X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]
20992	ENSG00000183625	CCR3	C-C motif chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:1604]
20993	ENSG00000012223	LTF	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]
20994	ENSG00000162408	NOL9	nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]
20995	ENSG00000254732		novel protein, C11orf31-CTNND1 readthrough
20996	ENSG00000173662	TAS1R1	taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448]
20997	ENSG00000204859	ZBTB48	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]
20998	ENSG00000198561	CTNND1	catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]
20999	ENSG00000185624	P4HB	prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]
21000	ENSG00000138413	IDH1	isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]
21001	ENSG00000288629		novel protein
21002	ENSG00000171488	LRRC8C	leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075]
21003	ENSG00000070886	EPHA8	EPH receptor A8 [Source:HGNC Symbol;Acc:HGNC:3391]
21004	ENSG00000163825	RTP3	receptor transporter protein 3 [Source:HGNC Symbol;Acc:HGNC:15572]
21005	ENSG00000163827	LRRC2	leucine rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14676]
21006	ENSG00000173372	C1QA	complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]
21007	ENSG00000159189	C1QC	complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]
21008	ENSG00000111269	CREBL2	cAMP responsive element binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:2350]
21009	ENSG00000173369	C1QB	complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]
21010	ENSG00000183150	GPR19	G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]
21011	ENSG00000033627	ATP6V0A1	ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]
21012	ENSG00000119285	HEATR1	HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]
21013	ENSG00000153823	PID1	phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084]
21014	ENSG00000178878	APOLD1	apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]
21015	ENSG00000135919	SERPINE2	serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]
21016	ENSG00000163703	CRELD1	cysteine rich with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:14630]
21017	ENSG00000213782	DDX47	DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]
21018	ENSG00000158019	BABAM2	BRISC and BRCA1 A complex member 2 [Source:HGNC Symbol;Acc:HGNC:1106]
21019	ENSG00000135100	HNF1A	HNF1 homeobox A [Source:HGNC Symbol;Acc:HGNC:11621]
21020	ENSG00000244020	MT1HL1	metallothionein 1H like 1 [Source:HGNC Symbol;Acc:HGNC:31864]
21021	ENSG00000117758	STX12	syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430]
21022	ENSG00000032389	EIPR1	EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383]
21023	ENSG00000117751	PPP1R8	protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]
21024	ENSG00000130775	THEMIS2	thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]
21025	ENSG00000115446	UNC50	unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]
21026	ENSG00000071909	MYO3B	myosin IIIB [Source:HGNC Symbol;Acc:HGNC:15576]
